representation	view	split	label	n	accuracy	balanced_accuracy	macro_f1	n_splits
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_only_10	lemma_group	function	688	0.7587209302325582	0.544241441666147	0.529899894625922	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_10	random	polarity	688	0.7441860465116279	0.4945174225813657	0.47378382950277076	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_10	lemma_group	polarity	688	0.6933139534883721	0.36302312745474374	0.3601829994527162	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_10	random	evidence	688	0.4476744186046512	0.42108403784119725	0.41384921351079007	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_10	lemma_group	evidence	688	0.30523255813953487	0.28732747366932687	0.27842365837017796	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_10	random	function	688	0.7674418604651163	0.5381513583172247	0.528047881188798	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_10	lemma_group	function	688	0.7441860465116279	0.5250150693188668	0.5130535493107276	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_scope_10	random	polarity	688	0.7340116279069767	0.462026699371282	0.4473534798534799	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_scope_10	lemma_group	polarity	688	0.6875	0.3841724192523482	0.3757219622777816	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_scope_10	random	evidence	688	0.4622093023255814	0.42983114829027375	0.42414949236954635	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_scope_10	lemma_group	evidence	688	0.28924418604651164	0.2761067760996735	0.2693276636189667	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_scope_10	random	function	688	0.7674418604651163	0.5491675500405313	0.5358172955285307	5.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	context_marker_scope_10	lemma_group	function	688	0.7369186046511628	0.5154018831452267	0.5048647531043368	5.0
Qwen/Qwen3-0.6B	marker_only	random	polarity	688	0.8197674418604651	0.6897588793681155	0.6508617322145659	5.0
Qwen/Qwen3-0.6B	marker_only	lemma_group	polarity	688	0.747093023255814	0.5686983975172253	0.5480121736310682	5.0
Qwen/Qwen3-0.6B	marker_only	random	evidence	688	0.6569767441860465	0.5968078641820639	0.5878270466610648	5.0
Qwen/Qwen3-0.6B	marker_only	lemma_group	evidence	688	0.48691860465116277	0.39699983229917835	0.3966876386937202	5.0
Qwen/Qwen3-0.6B	marker_only	random	function	688	0.8241279069767442	0.6417763089522147	0.6221753239385481	5.0
Qwen/Qwen3-0.6B	marker_only	lemma_group	function	688	0.7194767441860465	0.5385982415663778	0.5145630358089458	5.0
Qwen/Qwen3-0.6B	marker_scope	random	polarity	688	0.7441860465116279	0.4639555234581878	0.4569458117217058	5.0
Qwen/Qwen3-0.6B	marker_scope	lemma_group	polarity	688	0.7107558139534884	0.38058017076667167	0.3795771212239482	5.0
Qwen/Qwen3-0.6B	marker_scope	random	evidence	688	0.47093023255813954	0.39734011699598504	0.3969490668933292	5.0
Qwen/Qwen3-0.6B	marker_scope	lemma_group	evidence	688	0.29941860465116277	0.2731577735907377	0.26776031177351045	5.0
Qwen/Qwen3-0.6B	marker_scope	random	function	688	0.809593023255814	0.5674689779884019	0.5626022178544563	5.0
Qwen/Qwen3-0.6B	marker_scope	lemma_group	function	688	0.7892441860465116	0.5724990126997984	0.5592374135683832	5.0
Qwen/Qwen3-0.6B	context_only_10	random	polarity	688	0.7630813953488372	0.4716523855067372	0.4733832118344204	5.0
Qwen/Qwen3-0.6B	context_only_10	lemma_group	polarity	688	0.7180232558139535	0.37609873844332103	0.3707090017454908	5.0
Qwen/Qwen3-0.6B	context_only_10	random	evidence	688	0.4331395348837209	0.37424176210816373	0.37646992660651096	5.0
Qwen/Qwen3-0.6B	context_only_10	lemma_group	evidence	688	0.29651162790697677	0.27066892898363437	0.26416434363379254	5.0
Qwen/Qwen3-0.6B	context_only_10	random	function	688	0.7776162790697675	0.5383903888923531	0.5307899065270589	5.0
Qwen/Qwen3-0.6B	context_only_10	lemma_group	function	688	0.7776162790697675	0.5273741971690465	0.522254748451222	5.0
Qwen/Qwen3-0.6B	context_marker_10	random	polarity	688	0.8444767441860465	0.6387002084160166	0.6325874544966884	5.0
Qwen/Qwen3-0.6B	context_marker_10	lemma_group	polarity	688	0.7877906976744186	0.4962036187613452	0.5171894494142583	5.0
Qwen/Qwen3-0.6B	context_marker_10	random	evidence	688	0.7049418604651163	0.6397326158368765	0.642989880902459	5.0
Qwen/Qwen3-0.6B	context_marker_10	lemma_group	evidence	688	0.5552325581395349	0.5023667682736351	0.5025455681237541	5.0
Qwen/Qwen3-0.6B	context_marker_10	random	function	688	0.809593023255814	0.6060256490199747	0.5909501440987588	5.0
Qwen/Qwen3-0.6B	context_marker_10	lemma_group	function	688	0.7877906976744186	0.5937103780840141	0.5729251700680272	5.0
Qwen/Qwen3-0.6B	context_marker_scope_10	random	polarity	688	0.7441860465116279	0.4281675005476071	0.4222531783761591	5.0
Qwen/Qwen3-0.6B	context_marker_scope_10	lemma_group	polarity	688	0.6962209302325582	0.35415243430341126	0.35053306679993335	5.0
Qwen/Qwen3-0.6B	context_marker_scope_10	random	evidence	688	0.46075581395348836	0.39486460624833525	0.39499002742760675	5.0
Qwen/Qwen3-0.6B	context_marker_scope_10	lemma_group	evidence	688	0.31976744186046513	0.29469989773538124	0.2897937085997612	5.0
Qwen/Qwen3-0.6B	context_marker_scope_10	random	function	688	0.7906976744186046	0.5457795514539294	0.539799331103679	5.0
Qwen/Qwen3-0.6B	context_marker_scope_10	lemma_group	function	688	0.7805232558139535	0.523508137432188	0.5196930118588039	5.0
